symbol,exchange,vtSymbol,date,time,open,high,low,close,volume
I99,,I99,20131018,00:00:00,976.7211,984.4105,959.8851,976.0979,338700.0
I99,,I99,20131021,00:00:00,974.2573,975.4591,959.0633,966.9165,104026.0
I99,,I99,20131022,00:00:00,961.1154,964.0002,946.2618,946.2618,98812.0
I99,,I99,20131023,00:00:00,947.1685,950.9239,934.5749,937.4897,122456.0
I99,,I99,20131024,00:00:00,936.1802,937.0292,915.3198,924.6336,177400.0
I99,,I99,20131025,00:00:00,926.4037,933.9942,915.5955,916.595,108826.0
I99,,I99,20131028,00:00:00,918.3361,926.4429,915.591,921.2810000000001,86858.0
I99,,I99,20131029,00:00:00,922.0157,923.2663,911.7965,919.2953,108908.0
I99,,I99,20131030,00:00:00,917.8299,927.868,914.8836,921.9774,124214.0
I99,,I99,20131031,00:00:00,922.8703,924.6721,918.1965,920.084,77154.0
I99,,I99,20131101,00:00:00,919.9603,952.6243,919.9603,941.0438,329152.0
I99,,I99,20131104,00:00:00,941.9864,955.6946,940.8116,948.743,177942.0
I99,,I99,20131105,00:00:00,946.7271,952.6096,941.773,944.799,110230.0
I99,,I99,20131106,00:00:00,947.4881,949.6643,940.8704,942.7961,71754.0
I99,,I99,20131107,00:00:00,943.4597,945.7199,937.7445,943.7801,94728.0
I99,,I99,20131108,00:00:00,944.7439999999999,946.1609,934.6718,937.4533,71884.0
I99,,I99,20131111,00:00:00,938.1458,942.0765,932.4836,940.1135,60720.0
I99,,I99,20131112,00:00:00,938.3084,942.1618,934.4730000000001,941.0353,47886.0
I99,,I99,20131113,00:00:00,939.6266,949.9356,938.1319,940.8326,99902.0
I99,,I99,20131114,00:00:00,938.2217,941.6945,934.9603,934.9603,57574.0
I99,,I99,20131115,00:00:00,936.5189,939.8148,928.0701,929.0862,79910.0
I99,,I99,20131118,00:00:00,929.0079,932.9019,923.3935,930.2544,56586.0
I99,,I99,20131119,00:00:00,929.3516,940.7916,928.3521,939.942,63546.0
I99,,I99,20131120,00:00:00,940.587,943.967,937.9241,939.8938,44890.0
I99,,I99,20131121,00:00:00,939.7871,940.6595,930.065,930.2216,43236.0
I99,,I99,20131122,00:00:00,932.3181,933.1566,927.3343,929.3047,54496.0
I99,,I99,20131125,00:00:00,931.0947,933.9155,926.2751,931.0533,40540.0
I99,,I99,20131126,00:00:00,932.2636,941.2818,932.2099,939.0243,75276.0
I99,,I99,20131127,00:00:00,937.8934,939.7739,931.2819999999999,934.2673,31592.0
I99,,I99,20131128,00:00:00,931.6238,938.1601,931.4791,937.0292,28536.0
I99,,I99,20131129,00:00:00,937.3394,942.8542,937.0398,937.2229,34138.0
I99,,I99,20131202,00:00:00,937.9805,938.9671,932.4929,934.61,43020.0
I99,,I99,20131203,00:00:00,936.6649,939.1796,934.2485,937.2072,36684.0
I99,,I99,20131204,00:00:00,940.4279,952.8008,939.4413,949.8408,97470.0
I99,,I99,20131205,00:00:00,950.6382,953.8761,941.8933,942.7665,55270.0
I99,,I99,20131206,00:00:00,942.0521,943.0394,935.9191,938.9058,44522.0
I99,,I99,20131209,00:00:00,938.7378,943.8106,937.7139,942.7867,20184.0
I99,,I99,20131210,00:00:00,943.6168,944.7919999999999,939.9449,940.1329,17184.0
I99,,I99,20131211,00:00:00,939.8028,939.8992,932.1573,934.9865,41416.0
I99,,I99,20131212,00:00:00,933.9421,936.1110000000001,928.3078,928.454,37364.0
I99,,I99,20131213,00:00:00,924.9317,924.933,903.8248,911.8369,100498.0
I99,,I99,20131216,00:00:00,911.5498,920.5748,910.5573,915.7446,42230.0
I99,,I99,20131217,00:00:00,915.7895,917.9333,906.4923,908.1622,26784.0
I99,,I99,20131218,00:00:00,906.4191,911.0599,900.2655,904.2510000000001,76142.0
I99,,I99,20131219,00:00:00,906.8201,910.4582,904.3038,905.4836,33700.0
I99,,I99,20131220,00:00:00,906.2341,910.2175,898.9021,902.3782,37540.0
I99,,I99,20131223,00:00:00,900.9268,901.9239,881.9222,889.1289999999999,143740.0
I99,,I99,20131224,00:00:00,887.9478,902.701,887.9475,895.2861,100328.0
I99,,I99,20131225,00:00:00,898.0338,899.2919999999999,893.0486,897.8434,51462.0
I99,,I99,20131226,00:00:00,898.0637,899.2769,882.0319999999999,892.5773,89600.0
I99,,I99,20131227,00:00:00,893.692,905.4413,892.1569,902.4502,92094.0
I99,,I99,20131230,00:00:00,903.7318,915.4795,903.4852,906.4784,91510.0
I99,,I99,20131231,00:00:00,904.2371,909.5244,895.2666,906.5258,77816.0
I99,,I99,20140102,00:00:00,907.3467,907.7979,895.4849,903.0189999999999,59526.0
I99,,I99,20140103,00:00:00,899.5817,901.0175,884.2764,897.6023,139438.0
I99,,I99,20140106,00:00:00,895.4678,896.3034,884.5314,888.9010000000001,118280.0
I99,,I99,20140107,00:00:00,888.0465,895.2404,883.6878,892.6667,94584.0
I99,,I99,20140108,00:00:00,891.2576,892.8158,880.2821,888.0485,111804.0
I99,,I99,20140109,00:00:00,887.0989999999999,895.0818,880.1045,883.8641,111906.0
I99,,I99,20140110,00:00:00,879.6066,880.6046,865.4521,875.6147,202396.0
I99,,I99,20140113,00:00:00,874.4976,875.2453,863.7836,866.2547,119584.0
I99,,I99,20140114,00:00:00,867.0361,876.7613,860.6303,875.7555,109056.0
I99,,I99,20140115,00:00:00,874.6565,877.5033,869.9495,873.9414,77568.0
I99,,I99,20140116,00:00:00,874.6603,879.6544,870.2555,873.6611,80322.0
I99,,I99,20140117,00:00:00,871.1377,872.5215,864.8155,869.8958,91202.0
I99,,I99,20140120,00:00:00,866.8125,870.1905,854.4294,855.8217,113144.0
I99,,I99,20140121,00:00:00,854.2543,855.2512,837.5994,841.8846,158540.0
I99,,I99,20140122,00:00:00,845.0313,852.7362,839.7324,846.449,94792.0
I99,,I99,20140123,00:00:00,849.8824,878.5012,848.5779,871.7286,253884.0
I99,,I99,20140124,00:00:00,869.8683,873.3489999999999,864.7364,870.4060000000001,119320.0
I99,,I99,20140127,00:00:00,865.4561,867.3561,855.2696,858.2405,89732.0
I99,,I99,20140128,00:00:00,856.8893,862.1939,851.5954,851.6465,69796.0
I99,,I99,20140129,00:00:00,851.6808,862.1234,851.0389,859.8537,60104.0
I99,,I99,20140130,00:00:00,857.5514,865.7641,854.6106,862.451,41634.0
I99,,I99,20140207,00:00:00,858.8733,862.3772,846.298,849.6125,97658.0
I99,,I99,20140210,00:00:00,849.4121,853.6597,840.4059,848.4652,113976.0
I99,,I99,20140211,00:00:00,846.3797,851.632,839.7615,843.0835,83684.0
I99,,I99,20140212,00:00:00,842.9164,849.4928,838.6759,847.5354,82514.0
I99,,I99,20140213,00:00:00,846.3733,852.327,844.4329,848.0889,76930.0
I99,,I99,20140214,00:00:00,849.6588,859.3745,848.5687,855.802,95806.0
I99,,I99,20140217,00:00:00,857.0598,869.2336,855.9328,868.2756,172762.0
I99,,I99,20140218,00:00:00,869.7084,872.8743,856.3134,856.3134,122794.0
I99,,I99,20140219,00:00:00,856.4022,863.1509,854.6184,860.2702,74102.0
I99,,I99,20140220,00:00:00,858.5001,860.419,848.6319,848.6498,80192.0
I99,,I99,20140221,00:00:00,848.5216,850.4832,842.6003,847.4705,92442.0
I99,,I99,20140224,00:00:00,842.7262,842.7262,816.457,820.4476,250616.0
I99,,I99,20140225,00:00:00,822.3333,826.2727,809.3252,815.2365,168188.0
I99,,I99,20140226,00:00:00,813.7407,818.7263,809.3229,817.1912,178470.0
I99,,I99,20140227,00:00:00,814.7263,822.5639,813.1252,820.6066,141574.0
I99,,I99,20140228,00:00:00,820.8474,823.8434,807.4712,811.8430000000001,175266.0
I99,,I99,20140303,00:00:00,811.3063,814.1916,798.7572,804.0489,178942.0
I99,,I99,20140304,00:00:00,803.8942,806.2806,796.1607,805.2139999999999,192304.0
I99,,I99,20140305,00:00:00,806.5805,812.0491,794.6637,807.0035,331960.0
I99,,I99,20140306,00:00:00,807.1508,808.1471,791.3436,792.8810000000001,280012.0
I99,,I99,20140307,00:00:00,792.9944,793.4237,768.5406,768.8607,323480.0
I99,,I99,20140310,00:00:00,746.8863,748.9478,738.1361,738.1453,270904.0
I99,,I99,20140311,00:00:00,724.8510000000001,756.0508,711.1381,744.4667,766418.0
I99,,I99,20140312,00:00:00,719.3218,745.2187,710.7704,741.3223,1022528.0
I99,,I99,20140313,00:00:00,744.0345,754.9275,731.6879,751.9910000000001,793866.0
I99,,I99,20140314,00:00:00,751.2187,753.0711,724.0673,743.4209,951524.0
I99,,I99,20140317,00:00:00,747.5289,751.3661,732.0421,733.1404,767074.0
I99,,I99,20140318,00:00:00,732.4734,741.5069,725.7336,735.6011,883396.0
I99,,I99,20140319,00:00:00,738.9085,741.2318,732.3846,735.6517,487760.0
I99,,I99,20140320,00:00:00,744.1646,763.7472,736.0126,736.6556,1136732.0
I99,,I99,20140321,00:00:00,739.0957,745.8627,732.4739,736.3314,938288.0
I99,,I99,20140324,00:00:00,732.9194,747.1419,717.3318,746.3295,1386118.0
I99,,I99,20140325,00:00:00,745.3347,760.8422,739.9148,760.8422,1088596.0
I99,,I99,20140326,00:00:00,763.7007,765.8165,751.0442,760.1523,684950.0
I99,,I99,20140327,00:00:00,755.7555,770.8122,753.6114,758.5168,796648.0
I99,,I99,20140328,00:00:00,758.7792,785.1268,757.9275,782.5438,834998.0
I99,,I99,20140331,00:00:00,782.0306,799.9894,779.2103,794.4915,1069260.0
I99,,I99,20140401,00:00:00,795.1137,803.5026,787.7717,800.9566,815858.0
I99,,I99,20140402,00:00:00,801.4739,803.684,778.4592,785.0843,968638.0
I99,,I99,20140403,00:00:00,783.5263,800.8872,779.1886,799.88,1256822.0
I99,,I99,20140404,00:00:00,802.0117,809.8229,795.5052,807.825,699708.0
I99,,I99,20140408,00:00:00,808.9292,832.2606,807.8459,824.6385,861304.0
I99,,I99,20140409,00:00:00,825.8635,830.5246,815.6948,818.5764,737168.0
I99,,I99,20140410,00:00:00,821.7374,827.6245,811.945,816.0492,694658.0
I99,,I99,20140411,00:00:00,815.6049,817.0169,808.9542,813.755,488778.0
I99,,I99,20140414,00:00:00,811.6807,818.6295,794.9153,802.5623,843170.0
I99,,I99,20140415,00:00:00,802.628,811.41,795.5261,811.2294,655994.0
I99,,I99,20140416,00:00:00,810.4202,810.8176,791.3716,796.3733,696470.0
I99,,I99,20140417,00:00:00,798.057,800.8758,793.1186,794.1705,412958.0
I99,,I99,20140418,00:00:00,793.0036,793.9528,772.6911,779.4624,1128592.0
I99,,I99,20140421,00:00:00,780.1110000000001,786.5592,774.6679,779.3717,490460.0
I99,,I99,20140422,00:00:00,775.9369,779.9532,766.3798,777.1274,617118.0
I99,,I99,20140423,00:00:00,778.23,784.8838,766.1448,783.8911,510098.0
I99,,I99,20140424,00:00:00,785.9049,799.4087,781.1619,792.0238,685936.0
I99,,I99,20140425,00:00:00,794.6782,798.1661,789.4955,792.2973,422192.0
I99,,I99,20140428,00:00:00,784.8998,785.7984,754.6603,758.3327,992078.0
I99,,I99,20140429,00:00:00,757.0235,771.8844,756.9908,768.8906,653890.0
I99,,I99,20140430,00:00:00,766.3156,768.8574,752.9004,762.4895,652612.0
I99,,I99,20140505,00:00:00,757.7161,769.7507,752.7679,768.7595,453262.0
I99,,I99,20140506,00:00:00,768.3546,772.1308,762.4024,765.1933,425754.0
I99,,I99,20140507,00:00:00,763.6357,765.7916,745.388,746.3904,766384.0
I99,,I99,20140508,00:00:00,745.2769999999999,748.2772,733.0358,733.2455,766230.0
I99,,I99,20140509,00:00:00,736.3918,739.0755,729.7414,733.1983,477992.0
I99,,I99,20140512,00:00:00,732.39,739.6017,724.1957,738.5953,898172.0
I99,,I99,20140513,00:00:00,739.2748,746.8833,734.6331,737.6423,640082.0
I99,,I99,20140514,00:00:00,737.3557,741.7123,731.8012,735.9615,521990.0
I99,,I99,20140515,00:00:00,736.7666,741.2984,732.0076,734.9223,557824.0
I99,,I99,20140516,00:00:00,731.9103,732.9275,709.1804,714.6359,1049048.0
I99,,I99,20140519,00:00:00,710.8274,712.3808,700.4056,704.4184,1134690.0
I99,,I99,20140520,00:00:00,702.7182,706.2237,692.7545,697.2617,849920.0
I99,,I99,20140521,00:00:00,699.5027,709.6567,696.2289999999999,705.9024,727698.0
I99,,I99,20140522,00:00:00,708.7993,723.2059,707.7478,711.7489,900646.0
I99,,I99,20140523,00:00:00,713.8721,717.6147,703.3861,704.8974,676442.0
I99,,I99,20140526,00:00:00,703.9321,725.2383,702.9136,719.3069,1167502.0
I99,,I99,20140527,00:00:00,718.9222,722.1746,713.438,721.4216,481426.0
I99,,I99,20140528,00:00:00,718.3951,719.3916,700.247,704.6931,823180.0
I99,,I99,20140529,00:00:00,704.1849,707.939,696.4860000000001,700.7562,882404.0
I99,,I99,20140530,00:00:00,691.1044,697.0549,674.9475,679.7709,1047510.0
I99,,I99,20140603,00:00:00,684.9199,685.7977,675.0438,682.5573,675924.0
I99,,I99,20140604,00:00:00,682.8466,692.3179,681.3465,690.8203,707666.0
I99,,I99,20140605,00:00:00,692.2887,694.9748,681.5628,688.2836,883968.0
I99,,I99,20140606,00:00:00,688.523,693.7463,684.3144,689.2766,828168.0
I99,,I99,20140609,00:00:00,688.5438,692.9904,686.2399,690.2302,582586.0
I99,,I99,20140610,00:00:00,691.2576,692.2181,680.3111,686.2281,671278.0
I99,,I99,20140611,00:00:00,683.9984,686.9546,680.2773,681.7707,528608.0
I99,,I99,20140612,00:00:00,679.314,680.0353,667.1196,668.1314,823082.0
I99,,I99,20140613,00:00:00,663.9059,671.6064,660.9539,667.8435,796214.0
I99,,I99,20140616,00:00:00,664.5138,667.0002,659.6363,662.2424,686854.0
I99,,I99,20140617,00:00:00,657.2425,672.7907,657.2413,669.3888,680096.0
I99,,I99,20140618,00:00:00,669.5465,674.2255,665.7002,666.6496,551478.0
I99,,I99,20140619,00:00:00,667.6173,671.6277,663.9974,665.2778,659612.0
I99,,I99,20140620,00:00:00,667.2369,684.0879,664.1849,677.7217,1216196.0
I99,,I99,20140623,00:00:00,681.5342,697.4709,680.8846,690.1764,1111380.0
I99,,I99,20140624,00:00:00,688.2308,688.5525,680.938,682.9984,489588.0
I99,,I99,20140625,00:00:00,684.1328,694.5226,683.6167,691.2660000000001,704746.0
I99,,I99,20140626,00:00:00,693.9634,715.3207,693.9617,714.2666,1434332.0
I99,,I99,20140627,00:00:00,712.712,716.1979,704.8977,705.0219,780538.0
I99,,I99,20140630,00:00:00,703.3586,704.4119999999999,692.0764,693.8914,723168.0
I99,,I99,20140701,00:00:00,697.3194,701.5945,691.1510000000001,700.1878,710416.0
I99,,I99,20140702,00:00:00,701.9985,717.3558,696.5874,714.8435,1287892.0
I99,,I99,20140703,00:00:00,718.8084,722.4294,709.2132,711.1337,891502.0
I99,,I99,20140704,00:00:00,712.3857,715.307,707.5842,709.4727,732768.0
I99,,I99,20140707,00:00:00,708.829,712.3859,693.3524,704.6598,1164798.0
I99,,I99,20140708,00:00:00,705.3585,719.2167,696.7398,716.9666,1374442.0
I99,,I99,20140709,00:00:00,716.4027,717.1633,697.1756,698.4829,1034984.0
I99,,I99,20140710,00:00:00,699.0167,712.0858,697.7909,703.248,1074124.0
I99,,I99,20140711,00:00:00,706.2119,710.3518,700.9561,709.3510000000001,951176.0
I99,,I99,20140714,00:00:00,711.5682,717.3611,708.4995,711.7437,792600.0
I99,,I99,20140715,00:00:00,715.9415,722.3216,712.1937,714.0679,811210.0
I99,,I99,20140716,00:00:00,715.6517,719.1705,711.8698,714.2926,635156.0
I99,,I99,20140717,00:00:00,712.3636,714.1018,704.7237,706.2198,573586.0
I99,,I99,20140718,00:00:00,701.7895,702.645,680.7142,680.7146,1230092.0
I99,,I99,20140721,00:00:00,679.3811,684.8757,676.6904,680.6906,650558.0
I99,,I99,20140722,00:00:00,680.4431,686.6012,676.3005,677.7454,746710.0
I99,,I99,20140723,00:00:00,675.1223,680.0343,671.1226,674.9302,661662.0
I99,,I99,20140724,00:00:00,672.659,673.8879,665.3985,666.3284,757260.0
I99,,I99,20140725,00:00:00,667.9294,676.9869,666.6157,671.9876,725532.0
I99,,I99,20140728,00:00:00,673.9354,687.8763,672.5058,684.3344,842346.0
I99,,I99,20140729,00:00:00,688.7104,692.0483,684.319,686.3983,514792.0
I99,,I99,20140730,00:00:00,683.6141,685.1282,676.7334,679.1288,569248.0
I99,,I99,20140731,00:00:00,681.1089999999999,685.3436,678.007,682.0131,491072.0
I99,,I99,20140801,00:00:00,680.0105,682.5342,672.5341,674.7228,705934.0
I99,,I99,20140804,00:00:00,674.1853,687.2094,671.1858,686.2096,744786.0
I99,,I99,20140805,00:00:00,686.5583,692.6668,681.942,684.5611,795324.0
I99,,I99,20140806,00:00:00,682.4887,685.9526,679.1184,680.2180000000001,669128.0
I99,,I99,20140807,00:00:00,680.8094,687.4804,677.7419,678.5911,637532.0
I99,,I99,20140808,00:00:00,677.6409,680.3157,670.0593,675.5792,693834.0
I99,,I99,20140811,00:00:00,674.6306,678.6356,670.6466,671.4121,581388.0
I99,,I99,20140812,00:00:00,668.8261,669.946,664.9383,667.9382,512430.0
I99,,I99,20140813,00:00:00,666.4143,671.8483,659.928,661.7657,876626.0
I99,,I99,20140814,00:00:00,659.8385,661.8385,650.9545,653.0048,777126.0
I99,,I99,20140815,00:00:00,653.0758,665.3539999999999,652.9544,665.3539999999999,664058.0
I99,,I99,20140818,00:00:00,666.0389,666.3706,649.6395,649.7853,915020.0
I99,,I99,20140819,00:00:00,650.0235,656.4638,648.5355,653.7421,514012.0
I99,,I99,20140820,00:00:00,651.8822,656.5522,644.7337,645.6838,647854.0
I99,,I99,20140821,00:00:00,646.6265,649.3547,643.4803,646.3551,440278.0
I99,,I99,20140822,00:00:00,645.3235,650.414,640.7065,642.7974,551470.0
I99,,I99,20140825,00:00:00,641.7445,646.2176,638.2504,644.2179,618120.0
I99,,I99,20140826,00:00:00,647.0023,649.3882,641.0526,647.3515,425386.0
I99,,I99,20140827,00:00:00,648.2699,648.2705,635.2126,636.6068,678092.0
I99,,I99,20140828,00:00:00,635.5446,639.4082,619.0303,625.9891,1309014.0
I99,,I99,20140829,00:00:00,625.9289,631.126,623.2014,627.1865,734170.0
I99,,I99,20140901,00:00:00,626.4516,627.2883,617.3474,619.2809,786268.0
I99,,I99,20140902,00:00:00,619.2123,631.8596,617.3861,627.3889,1051956.0
I99,,I99,20140903,00:00:00,625.4734,625.5472,602.7405,604.7831,1280058.0
I99,,I99,20140904,00:00:00,604.7407,608.7521,593.7769999999999,593.9777,1097938.0
I99,,I99,20140905,00:00:00,594.4635,596.5083,583.2951,584.7107,1127502.0
I99,,I99,20140909,00:00:00,589.25,594.6898,583.0389,583.8074,689812.0
I99,,I99,20140910,00:00:00,581.9833,593.9888,567.9713,588.7271,1450628.0
I99,,I99,20140911,00:00:00,586.1315,588.9547,576.9915,583.8466,928564.0
I99,,I99,20140912,00:00:00,585.4473,590.4834,583.1353,588.8018,695620.0
I99,,I99,20140915,00:00:00,596.0186,602.5493,586.8566,596.7747,1261612.0
I99,,I99,20140916,00:00:00,598.0052,601.677,588.3398,596.6721,1127920.0
I99,,I99,20140917,00:00:00,600.099,603.0977,590.4164,596.0984,962312.0
I99,,I99,20140918,00:00:00,594.7545,595.0749,588.7546,589.7551,598164.0
I99,,I99,20140919,00:00:00,586.1315,586.1316,571.4462,574.4454,947366.0
I99,,I99,20140922,00:00:00,570.9942,571.6806,554.1173,554.1173,1281092.0
I99,,I99,20140923,00:00:00,550.6572,560.986,549.3243,556.9849,1290248.0
I99,,I99,20140924,00:00:00,555.29,563.9438,553.6291,558.614,720030.0
I99,,I99,20140925,00:00:00,558.5931,560.5736,545.5451,548.2228,1400686.0
I99,,I99,20140926,00:00:00,545.3606,559.5337,543.9609,554.3622,1440782.0
I99,,I99,20140929,00:00:00,553.1494,556.3063,531.1175,534.1175,1346724.0
I99,,I99,20140930,00:00:00,534.6623,543.3065,534.2033,539.5980000000001,628158.0
I99,,I99,20141008,00:00:00,547.8865,556.6224,530.7728,534.2368,663480.0
I99,,I99,20141009,00:00:00,534.5645,548.5035,533.0871,547.5035,1305576.0
I99,,I99,20141010,00:00:00,544.5443,557.3235,539.0385,555.2719999999999,1361030.0
I99,,I99,20141013,00:00:00,560.3163,569.4942,559.4944,569.4942,1036612.0
I99,,I99,20141014,00:00:00,571.2856,575.4786,566.8112,572.8617,1100686.0
I99,,I99,20141015,00:00:00,573.0791,574.0791,561.6727,563.7512,1439726.0
I99,,I99,20141016,00:00:00,552.9895,556.2522,542.9727,545.2722,1538876.0
I99,,I99,20141017,00:00:00,547.5367,553.7337,545.2947,551.4747,1049480.0
I99,,I99,20141020,00:00:00,551.6457,563.4564,550.9041,561.3328,1284778.0
I99,,I99,20141021,00:00:00,559.8941,567.1981,556.4675,559.2625,1171508.0
I99,,I99,20141022,00:00:00,560.6083,561.6084,548.631,550.9664,1322564.0
I99,,I99,20141023,00:00:00,546.1332,546.4656,532.9493,542.7749,2186902.0
I99,,I99,20141024,00:00:00,539.4214,546.0012,534.3472,543.0012,1395128.0
I99,,I99,20141027,00:00:00,540.5758,543.192,533.8459,536.6217,1034368.0
I99,,I99,20141028,00:00:00,535.5321,536.4989,529.9827,532.5682,716348.0
I99,,I99,20141029,00:00:00,533.04,537.6075,529.6074,535.3452,827716.0
I99,,I99,20141030,00:00:00,535.3077,547.3831,533.3077,542.2222,1507938.0
I99,,I99,20141031,00:00:00,539.8993,542.2283,535.4623,538.1435,946192.0
I99,,I99,20141103,00:00:00,534.9622,537.5294,525.2895,526.2701,1248694.0
I99,,I99,20141104,00:00:00,522.3156,529.5538,517.0429,524.7015,1415332.0
